373.12,250.87
374.83,245.2
376.54,320.99
378.25,354.85
379.96,307.34
381.67,268.03
383.38,248.14
385.08,290.19
386.79,301.19
388.5,310.28
390.21,341.67
391.92,305.71
393.63,237.83
395.34,284.41
397.05,304.51
398.76,458.5
400.47,556.89
402.18,599.92
403.89,595.39
405.6,574.23
407.31,572.61
409.01,611.95
410.72,619.4
412.43,638.08
414.14,643.69
415.85,658.5
417.56,639.54
419.27,623.43
420.98,636.04
422.69,632.11
424.4,634.62
426.11,623.44
427.82,571.93
429.53,511.39
431.25,555.02
432.96,655.71
434.67,690.13
436.38,711.02
438.09,676.09
439.8,669.02
441.51,707.31
443.22,735.34
444.93,712.57
446.64,748.81
448.35,811.65
450.06,833.18
451.77,838.38
453.48,827.2
455.2,847.13
456.91,857.84
458.62,849.89
460.33,855.23
462.04,856.13
463.75,825.15
465.46,818.41
467.17,878.86
468.89,891.65
470.6,888.18
472.31,902.5
474.02,898.35
475.73,906.09
477.44,912.71
479.16,907.18
480.87,914.58
482.58,918.85
484.29,905.3
486,850.69
487.72,827.98
489.43,879.6
491.14,897.81
492.85,898.44
494.56,934.98
496.28,946.72
497.99,929.77
499.7,904.09
501.41,887.44
503.13,902.03
504.84,912.5
506.55,925.36
508.26,918.45
509.98,924.52
511.69,898.44
513.4,848.91
515.11,843.55
516.83,818.16
518.54,845.7
520.25,891.09
521.97,931.52
523.68,940.79
525.39,917.91
527.11,881.06
528.82,922.46
530.53,936.1
532.25,912.4
533.96,920.65
535.67,940.14
537.39,917.02
539.1,908.64
540.81,896.77
542.53,905
544.24,914.54
545.95,941.04
547.67,941.18
549.38,938.44
551.1,940
552.81,939
554.52,943.44
556.24,928.67
557.95,868.19
559.67,846.21
561.38,905.28
563.1,923.27
564.81,923.32
566.52,923.99
568.24,915.65
569.95,900.32
571.67,905.16
573.38,918.6
575.1,912.2
576.81,905.47
578.53,882.58
580.24,871.16
581.96,904.12
583.67,927.19
585.39,922.06
587.1,906.98
588.82,854.39
590.53,862.06
592.25,897.64
593.96,899.34
595.68,902.98
597.39,913.02
599.11,913.46
600.82,904.19
602.54,898.32
